1#1 $$1=1$$
1736#8 $$1736=8+\left(\sqrt{8+8}\right)!\times\left(8+8\times8\right)$$
1737#8 $$1737=\left(8+8\times8\right)\times\left(\sqrt{\!\!\sqrt{{\sqrt{8}}^{-8}}}+\left(\sqrt{8+8}\right)!\right)$$
1738#8 $$1738=\frac{\textstyle\left(8+\sqrt{\frac{\textstyle8!+8}{\textstyle8}}\right)\times88}{\textstyle\sqrt{8+8}}$$
1739#8 $$1739=\frac{\textstyle\sqrt{{\sqrt{\!\!\sqrt{\left(\sqrt{8+8}\right)!}}}^{\left(\sqrt{8+8}\right)!}}+88}{\textstyle8}$$
1740#8 $$1740=8\times8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{8+8}$$
1741#8 $$1741=\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+8888}{\textstyle8}$$
1742#8 $$1742=8\times8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\sqrt{\!\!\sqrt{8+8}}$$
1743#8 $$1743=8\times8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}-\frac{\textstyle8}{\textstyle8}$$
1744#8 $$1744=8\times8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1745#8 $$1745=8\times8+\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1746#8 $$1746=\sqrt{\!\!\sqrt{8+8}}+8\times8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1747#8 $$1747=8\times\left(8+\frac{\textstyle8+\frac{\textstyle8!+8}{\textstyle8}}{\textstyle\left(\sqrt{8+8}\right)!}\right)$$
1748#8 $$1748=\sqrt{8+8}+8\times8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1749#8 $$1749=8+\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+8888}{\textstyle8}$$
1750#8 $$1750=\frac{\textstyle8!+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1751#8 $$1751=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+\sqrt{\frac{\textstyle8!+8}{\textstyle8}}$$
1752#8 $$1752=8+8\times8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}$$
1753#8 $$1753=\frac{\textstyle8!\times8-8}{\textstyle8\times\left(\sqrt{8+8}\right)!-8}$$
1754#8 $$1754=\frac{\textstyle8\times888-88}{\textstyle\sqrt{8+8}}$$
1755#8 $$1755=\frac{\textstyle\left(\frac{\textstyle8+8+88}{\textstyle8}\right)!}{\textstyle88\times8!}$$
1756#8 $$1756=\sqrt{{\sqrt{8\times8-\frac{\textstyle88}{\textstyle\sqrt{8+8}}}}^{8}}-8$$
1757#8 $$1757=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+88-\frac{\textstyle88}{\textstyle8}$$
1758#8 $$1758=8+\frac{\textstyle8!+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1759#8 $$1759=8+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+\sqrt{\frac{\textstyle8!+8}{\textstyle8}}$$
1760#8 $$1760=\left(8+8+\sqrt{8+8}\right)\times88$$
1761#8 $$1761=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+\sqrt{{\sqrt{8+\frac{\textstyle8}{\textstyle8}}}^{8}}$$
1762#8 $$1762=\frac{\textstyle{\sqrt{8}}^{8}+{\sqrt{8+\sqrt{\!\!\sqrt{8+8}}}}^{8}}{\textstyle8}$$
1763#8 $$1763={\sqrt{8-\frac{\textstyle8}{\textstyle8}}}^{8}-\frac{\textstyle8!}{\textstyle8\times8}-8$$
1764#8 $$1764=\sqrt{{\sqrt{8\times8-\frac{\textstyle88}{\textstyle\sqrt{8+8}}}}^{8}}$$
1765#8 $$1765=\frac{\textstyle8!+{\left(\sqrt{\!\!\sqrt{\!\!\sqrt{8}}}+\sqrt{\!\!\sqrt{\!\!\sqrt{8}}}\right)}^{8}-8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1766#8 $$1766=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+88-\sqrt{\!\!\sqrt{8+8}}$$
1767#8 $$1767=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+88-\frac{\textstyle8}{\textstyle8}$$
1768#8 $$1768=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+88$$
1769#8 $$1769=\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+88$$
1770#8 $$1770=\sqrt{\!\!\sqrt{8+8}}+\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+88$$
1771#8 $$1771={\sqrt{8-\frac{\textstyle8}{\textstyle8}}}^{8}-\frac{\textstyle8!}{\textstyle8\times8}$$
1772#8 $$1772=\frac{\textstyle{\sqrt{8}}^{8}+\frac{\textstyle8!+8!}{\textstyle8}}{\textstyle8}$$
1773#8 $$1773=\frac{\textstyle8+{\sqrt{8}}^{8}+\frac{\textstyle8!+8!}{\textstyle8}}{\textstyle8}$$
1774#8 $$1774=\frac{\textstyle8\times888-8}{\textstyle\sqrt{8+8}}$$
1775#8 $$1775=\frac{\textstyle\left(8+8\right)\times888-8}{\textstyle8}$$
1776#8 $$1776=\sqrt{\!\!\sqrt{8+8}}\times888$$
1777#8 $$1777=\frac{\textstyle8+\left(8+8\right)\times888}{\textstyle8}$$
1778#8 $$1778=\frac{\textstyle8+8\times888}{\textstyle\sqrt{8+8}}$$
1779#8 $$1779=\frac{\textstyle\left(\sqrt{8+8}\right)!+\left(8+8\right)\times888}{\textstyle8}$$
1780#8 $$1780=\sqrt{8+8}+\sqrt{\!\!\sqrt{8+8}}\times888$$
1781#8 $$1781=\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+\sqrt{{\sqrt{8+88}}^{8}}-8}{\textstyle8}$$
1782#8 $$1782=\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+\sqrt{{\sqrt{8+88}}^{8}}}{\textstyle8}$$
1783#8 $$1783=8+\frac{\textstyle\left(8+8\right)\times888-8}{\textstyle8}$$
1784#8 $$1784=8+\sqrt{\!\!\sqrt{8+8}}\times888$$
1785#8 $$1785=\frac{\textstyle8!+\frac{\textstyle8!}{\textstyle8+8}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1786#8 $$1786=8+\frac{\textstyle8+8\times888}{\textstyle\sqrt{8+8}}$$
1787#8 $$1787=\frac{\textstyle88+\left(8+8\right)\times888}{\textstyle8}$$
1788#8 $$1788=\sqrt{8+8+8!\times\left(88-8\right)}-8$$
1789#8 $$1789=\frac{\textstyle\sqrt{{\sqrt{8\times\left(8+8\right)-8}}^{8}}-88}{\textstyle8}$$
1790#8 $$1790=\frac{\textstyle8\times\left(8+888\right)-8}{\textstyle\sqrt{8+8}}$$
1791#8 $$1791=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+\frac{\textstyle888}{\textstyle8}$$
1792#8 $$1792=\sqrt{\!\!\sqrt{8+8}}\times\left(8+888\right)$$
1793#8 $$1793=8+\frac{\textstyle8!+\frac{\textstyle8!}{\textstyle8+8}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1794#8 $$1794=\frac{\textstyle8+8\times\left(8+888\right)}{\textstyle\sqrt{8+8}}$$
1795#8 $$1795=\sqrt{8+8+8!\times\left(88-8\right)}-\frac{\textstyle8}{\textstyle8}$$
1796#8 $$1796=\sqrt{8+8+8!\times\left(88-8\right)}$$
1797#8 $$1797=\frac{\textstyle8}{\textstyle8}+\sqrt{8+8+8!\times\left(88-8\right)}$$
1798#8 $$1798=\sqrt{{\sqrt{\sqrt{8}\times\left(8+8\right)-\sqrt{8}}}^{8}}-\sqrt{\!\!\sqrt{8+8}}$$
1799#8 $$1799=\frac{\textstyle\sqrt{{\sqrt{8\times\left(8+8\right)-8}}^{8}}-8}{\textstyle8}$$
1800#8 $$1800=\sqrt{{\sqrt{\sqrt{8}\times\left(8+8\right)-\sqrt{8}}}^{8}}$$
1801#8 $$1801=\frac{\textstyle8+\sqrt{{\sqrt{8\times\left(8+8\right)-8}}^{8}}}{\textstyle8}$$
1802#8 $$1802=\frac{\textstyle8!+8!+8!}{\textstyle8\times8}-88$$
1803#8 $$1803=\frac{\textstyle8+\frac{\textstyle8!+8!+8!}{\textstyle8}}{\textstyle8}-88$$
1804#8 $$1804=8+\sqrt{8+8+8!\times\left(88-8\right)}$$
1805#8 $$1805=88+\frac{\textstyle8!+888}{\textstyle\left(\sqrt{8+8}\right)!}$$
1806#8 $$1806=\left(\sqrt{{\sqrt{8}}^{-8}}+\sqrt{\!\!\sqrt{8+8}}\right)\times\left(8+888\right)$$
1807#8 $$1807=8+\frac{\textstyle\sqrt{{\sqrt{8\times\left(8+8\right)-8}}^{8}}-8}{\textstyle8}$$
1808#8 $$1808=8+\sqrt{{\sqrt{\sqrt{8}\times\left(8+8\right)-\sqrt{8}}}^{8}}$$
1809#8 $$1809=8+\frac{\textstyle8+\sqrt{{\sqrt{8\times\left(8+8\right)-8}}^{8}}}{\textstyle8}$$
1810#8 $$1810=8+\frac{\textstyle8!+8!+8!}{\textstyle8\times8}-88$$
1811#8 $$1811=\frac{\textstyle\sqrt{{\sqrt{8\times\left(8+8\right)-8}}^{8}}+88}{\textstyle8}$$
1812#8 $$1812=8\times\left(\frac{\textstyle\frac{\textstyle8!}{\textstyle8}-8}{\textstyle8+8}-88\right)$$
1813#8 $$1813=\left(\sqrt{\!\!\sqrt{8+8}}+\sqrt{\!\!\sqrt{{\sqrt{\left(\sqrt{8+8}\right)!}}^{-8}}}\right)\times888$$
1814#8 $$1814=\frac{\textstyle8!}{\textstyle8+8}-8\times88-\sqrt{\!\!\sqrt{8+8}}$$
1815#8 $$1815=8\times88+\frac{\textstyle8888}{\textstyle8}$$
1816#8 $$1816=\frac{\textstyle8!}{\textstyle8+8}-8\times88$$
1817#8 $$1817=\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8!}{\textstyle8+8}-8\times88$$
1818#8 $$1818=\sqrt{\!\!\sqrt{8+8}}+\frac{\textstyle8!}{\textstyle8+8}-8\times88$$
1819#8 $$1819=\sqrt{{\sqrt{\!\!\sqrt{8+\frac{\textstyle88}{\textstyle8}}}}^{\left(\sqrt{8+8}\right)!}}-\frac{\textstyle8!}{\textstyle8}$$
1820#8 $$1820=\frac{\textstyle\left(8+8\right)!}{\textstyle\left(\sqrt{8+8}\right)!\times\left(8+\sqrt{8+8}\right)!}$$
1821#8 $$1821=\frac{\textstyle8!-88}{\textstyle8}+888-{\sqrt{8}}^{8}$$
1822#8 $$1822=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+\sqrt{\frac{\textstyle8!+8}{\textstyle\sqrt{\!\!\sqrt{8+8}}}}$$
1823#8 $$1823={\left(\sqrt{\!\!\sqrt{\!\!\sqrt{8}}}+\sqrt{\!\!\sqrt{\!\!\sqrt{8}}}\right)}^{8}-\sqrt{{\sqrt{8+8-\frac{\textstyle8}{\textstyle8}}}^{8}}$$
1824#8 $$1824=\left(8+88\right)\times\left(8+\frac{\textstyle88}{\textstyle8}\right)$$
1825#8 $$1825={\sqrt{8-\frac{\textstyle8}{\textstyle8}}}^{8}-\sqrt{{\sqrt{\left(\sqrt{8+8}\right)!}}^{8}}$$
1826#8 $$1826=8\times\left(8!\times\frac{\textstyle\left(\sqrt{8+8}\right)!}{\textstyle{\sqrt{8}}^{8}}-8\right)$$
1827#8 $$1827=\frac{\textstyle8+\frac{\textstyle8!+8!+8!-{\sqrt{8}}^{8}}{\textstyle8}}{\textstyle8}$$
1828#8 $$1828=\sqrt{8\times\left(8!+8\right)}+\frac{\textstyle8!+8!}{\textstyle8\times8}$$
1829#8 $$1829=\frac{\textstyle{\sqrt{\frac{\textstyle88}{\textstyle8}}}^{8}-\frac{\textstyle8}{\textstyle8}-8}{\textstyle8}$$
1830#8 $$1830=\frac{\textstyle{\sqrt{\frac{\textstyle88}{\textstyle8}}}^{8}-\frac{\textstyle8}{\textstyle8}}{\textstyle8}$$
1831#8 $$1831=\frac{\textstyle8+{\sqrt{\frac{\textstyle88}{\textstyle8}}}^{8}-\frac{\textstyle8}{\textstyle8}}{\textstyle8}$$
1832#8 $$1832=\frac{\textstyle8!}{\textstyle8}+888-{\sqrt{8}}^{8}$$
1833#8 $$1833=\frac{\textstyle\left(8!+8\right)\times\sqrt{8+8}-8}{\textstyle88}$$
1834#8 $$1834=8+8\times\left(8!\times\frac{\textstyle\left(\sqrt{8+8}\right)!}{\textstyle{\sqrt{8}}^{8}}-8\right)$$
1835#8 $$1835=\frac{\textstyle8+8!+{\sqrt{8}}^{8}}{\textstyle\left(\sqrt{8+8}\right)!}-8-8$$
1836#8 $$1836=\sqrt{{\sqrt{\left(\sqrt{8+8}\right)!}}^{8}}+\frac{\textstyle8!+8!}{\textstyle8\times8}$$
1837#8 $$1837=\sqrt{{\sqrt{\left(\sqrt{8+8}\right)!}}^{8}}+\frac{\textstyle8+\frac{\textstyle8!+8!}{\textstyle8}}{\textstyle8}$$
1838#8 $$1838=\frac{\textstyle{\left(\sqrt{\!\!\sqrt{8}}+\sqrt{\!\!\sqrt{8}}\right)}^{8}-\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}}{\textstyle8}$$
1839#8 $$1839=\frac{\textstyle\sqrt{\frac{\textstyle8!+8}{\textstyle8}}+{\sqrt{\frac{\textstyle88}{\textstyle8}}}^{8}}{\textstyle8}$$
1840#8 $$1840=8\times\left(8+\frac{\textstyle888}{\textstyle\sqrt{8+8}}\right)$$
1841#8 $$1841={\sqrt{8-\frac{\textstyle8}{\textstyle8}}}^{8}-\frac{\textstyle8!}{\textstyle8+8\times8}$$
1842#8 $$1842=\sqrt{8+\frac{\textstyle8}{\textstyle8}}\times\left(\frac{\textstyle8!}{\textstyle8\times8}-8-8\right)$$
1843#8 $$1843=\frac{\textstyle8+8!+{\sqrt{8}}^{8}}{\textstyle\left(\sqrt{8+8}\right)!}-8$$
1844#8 $$1844=\frac{\textstyle\left(8+\sqrt{8+8}\right)!}{\textstyle8!+8!}-{\sqrt{8}}^{8}$$
1845#8 $$1845=\frac{\textstyle\sqrt{8!+8}\times\left(\left(\sqrt{8+8}\right)!+\sqrt{\!\!\sqrt{8+8}}\right)-\sqrt{8}}{\textstyle\sqrt{8}}$$
1846#8 $$1846=\frac{\textstyle\left(\sqrt{8+8}\right)!+\sqrt{\!\!\sqrt{8+8}}}{\textstyle\sqrt{\frac{\textstyle8}{\textstyle8!+8}}}$$
1847#8 $$1847=\frac{\textstyle8!+{\sqrt{8}}^{8}-88}{\textstyle\left(\sqrt{8+8}\right)!}$$
1848#8 $$1848=\sqrt{\frac{\textstyle{\sqrt{88}}^{8}}{\textstyle8+8}}-88$$
1849#8 $$1849=\sqrt{{\sqrt{\frac{\textstyle\sqrt{8+8}\times88-8}{\textstyle8}}}^{8}}$$
1850#8 $$1850=\frac{\textstyle8!+{\sqrt{8}}^{8}-8-8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1851#8 $$1851=\frac{\textstyle8+8!+{\sqrt{8}}^{8}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1852#8 $$1852=\left(8+8\right)\times\left(\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle8!\times8}-8\right)$$
1853#8 $$1853=\frac{\textstyle8!+\frac{\textstyle8!}{\textstyle8}-888}{\textstyle\left(\sqrt{8+8}\right)!}$$
1854#8 $$1854=\frac{\textstyle8!+{\sqrt{8}}^{8}+88-8}{\textstyle\left(\sqrt{8+8}\right)!}$$
1855#8 $$1855=\frac{\textstyle\sqrt{{\sqrt{88}}^{8}}-8}{\textstyle8}+888$$
1856#8 $$1856=8\times\left(\sqrt{{\sqrt{8+8}}^{8}}-\left(\sqrt{8+8}\right)!\right)$$
1857#8 $$1857=\frac{\textstyle8+\sqrt{{\sqrt{88}}^{8}}}{\textstyle8}+888$$
1858#8 $$1858=8\times\left(\sqrt{{\sqrt{8+8-\frac{\textstyle8}{\textstyle8+8}}}^{8}}-8\right)$$
1859#8 $$1859=8+\frac{\textstyle8+8!+{\sqrt{8}}^{8}}{\textstyle\left(\sqrt{8+8}\right)!}$$
1860#8 $$1860=\left(\sqrt{{\sqrt{8+8}}^{8}}-8\right)\times\left(8-\frac{\textstyle8}{\textstyle8+8}\right)$$
1861#8 $$1861=\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+8\times\left(8!-8\right)}{\textstyle88+88}$$
1862#8 $$1862=\left(8-\sqrt{\!\!\sqrt{8+8}}\right)!+\frac{\textstyle\frac{\textstyle8!}{\textstyle8}+{\sqrt{8}}^{8}}{\textstyle8}$$
1863#8 $$1863=\sqrt{8+\frac{\textstyle8}{\textstyle8}}\times\left(\frac{\textstyle\frac{\textstyle8!}{\textstyle8}-8}{\textstyle8}-8\right)$$
1864#8 $$1864=88+\sqrt{\!\!\sqrt{8+8}}\times888$$
1865#8 $$1865=\sqrt{\frac{\textstyle{\sqrt{88}}^{8}}{\textstyle8+8}}-\sqrt{\frac{\textstyle8!+8}{\textstyle8}}$$
1866#8 $$1866=\sqrt{8+\frac{\textstyle8}{\textstyle8}}\times\left(\frac{\textstyle8!}{\textstyle8\times8}-8\right)$$
1867#8 $$1867=\frac{\textstyle8+\left(\sqrt{8+8}\right)!\times\left(\frac{\textstyle8!}{\textstyle8\times8}-8\right)}{\textstyle8}$$
1868#8 $$1868=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+8\times\left(\sqrt{8+8}\right)!-\sqrt{8+8}$$
1869#8 $$1869=\sqrt{8+\frac{\textstyle8}{\textstyle8}}\times\left(\frac{\textstyle8+\frac{\textstyle8!}{\textstyle8}}{\textstyle8}-8\right)$$
1870#8 $$1870=\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle8!}+888-8$$
1871#8 $$1871=\frac{\textstyle\frac{\textstyle8!+8!+8!}{\textstyle8}-88}{\textstyle8}-8$$
1872#8 $$1872=\frac{\textstyle8!}{\textstyle\left(\sqrt{8+8}\right)!}+8\times\left(\sqrt{8+8}\right)!$$
1873#8 $$1873=\frac{\textstyle\frac{\textstyle8!+8!+8!}{\textstyle8}-8}{\textstyle8}-8-8$$
1874#8 $$1874=\frac{\textstyle8!+8!+8!}{\textstyle8\times8}-8-8$$
1875#8 $$1875=\sqrt{8+\frac{\textstyle8}{\textstyle8}}\times{\sqrt{8-\sqrt{8+\frac{\textstyle8}{\textstyle8}}}}^{8}$$
1876#8 $$1876=\sqrt{{\sqrt{8\times8-8}}^{8}}-\frac{\textstyle8!+8!}{\textstyle8\times8}$$
1877#8 $$1877=\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!-8!}{\textstyle8!}+888$$
1878#8 $$1878=\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle8!}+888$$
1879#8 $$1879=\frac{\textstyle\frac{\textstyle8!+8!+8!}{\textstyle8}-88}{\textstyle8}$$
1880#8 $$1880=\frac{\textstyle8!}{\textstyle8+8}-8\times\left(88-8\right)$$
1881#8 $$1881=\frac{\textstyle\frac{\textstyle8!+8!+8!}{\textstyle8}-8}{\textstyle8}-8$$
1882#8 $$1882=\frac{\textstyle8!+8!+8!}{\textstyle8\times8}-8$$
1883#8 $$1883=\frac{\textstyle8+\frac{\textstyle8!+8!+8!}{\textstyle8}}{\textstyle8}-8$$
1884#8 $$1884=\sqrt{{\sqrt{8-\sqrt{\!\!\sqrt{8+8}}}}^{8}+8!\times88}$$
1885#8 $$1885=\frac{\textstyle8\times{\sqrt{8+\sqrt{8+8}}}^{8}-8}{\textstyle88}$$
1886#8 $$1886=\frac{\textstyle8!-8\times{\sqrt{8}}^{8}-8}{\textstyle\sqrt{8+8}}$$
1887#8 $$1887=\frac{\textstyle8!-{\sqrt{8+8}}^{8}+8!-8}{\textstyle8}$$
1888#8 $$1888=\frac{\textstyle8!-{\sqrt{8+8}}^{8}+8!}{\textstyle8}$$
1889#8 $$1889=\frac{\textstyle\frac{\textstyle8!+8!+8!}{\textstyle8}-8}{\textstyle8}$$
1890#8 $$1890=\frac{\textstyle8!+8!+8!}{\textstyle8\times8}$$
1891#8 $$1891=\frac{\textstyle8+\frac{\textstyle8!+8!+8!}{\textstyle8}}{\textstyle8}$$
1892#8 $$1892=\frac{\textstyle8+8+\frac{\textstyle8!+8!+8!}{\textstyle8}}{\textstyle8}$$
1893#8 $$1893=\frac{\textstyle\left(8+\frac{\textstyle8!}{\textstyle8}\right)\times\sqrt{8+\frac{\textstyle8}{\textstyle8}}}{\textstyle8}$$
1894#8 $$1894=\sqrt{8+8}+\frac{\textstyle8!+8!+8!}{\textstyle8\times8}$$
1895#8 $$1895=\frac{\textstyle8!-{\sqrt{8+\sqrt{\!\!\sqrt{8+8}}}}^{8}}{\textstyle8+8}$$
1896#8 $$1896=\left(\sqrt{8+8}\right)!\times\left(8+\sqrt{\frac{\textstyle8!+8}{\textstyle8}}\right)$$
1897#8 $$1897=8+\frac{\textstyle\frac{\textstyle8!+8!+8!}{\textstyle8}-8}{\textstyle8}$$
1898#8 $$1898=8+\frac{\textstyle8!+8!+8!}{\textstyle8\times8}$$
1899#8 $$1899=8+\frac{\textstyle8+\frac{\textstyle8!+8!+8!}{\textstyle8}}{\textstyle8}$$
1900#8 $$1900=8\times\left(\frac{\textstyle8!}{\textstyle\sqrt{{\sqrt{8+8}}^{8}}}+88-8\right)$$
1901#8 $$1901=\frac{\textstyle\frac{\textstyle8!+8!+8!}{\textstyle8}+88}{\textstyle8}$$
1902#8 $$1902=\frac{\textstyle8!-8\times\left({\sqrt{8}}^{8}-8\right)-8}{\textstyle\sqrt{8+8}}$$
1903#8 $$1903=\frac{\textstyle8!-8}{\textstyle8}-\sqrt{{\sqrt{8\times8-8}}^{8}}$$
1904#8 $$1904=\frac{\textstyle8!}{\textstyle8}-\sqrt{{\sqrt{8\times8-8}}^{8}}$$
1905#8 $$1905=\frac{\textstyle8!+8}{\textstyle8}-\sqrt{{\sqrt{8\times8-8}}^{8}}$$
1906#8 $$1906=8+8+\frac{\textstyle8!+8!+8!}{\textstyle8\times8}$$
1907#8 $$1907=8+8+\frac{\textstyle8+\frac{\textstyle8!+8!+8!}{\textstyle8}}{\textstyle8}$$
1908#8 $$1908=\left(\sqrt{8+8}\right)!\times\left(88-\frac{\textstyle8}{\textstyle8+8}-8\right)$$
1909#8 $$1909={\sqrt{8}}^{8}-{\sqrt{8+\frac{\textstyle8}{\textstyle8}}}^{8-\frac{8}{8}}$$
1910#8 $$1910=\left(\left(\sqrt{8+8}\right)!-\sqrt{\!\!\sqrt{{\sqrt{8}}^{-8}}}\right)\times\left(88-8\right)$$
1911#8 $$1911={\sqrt{\sqrt{8}+\sqrt{8}}}^{8}+888-\frac{\textstyle8}{\textstyle8}$$
1912#8 $$1912={\sqrt{\sqrt{8}+\sqrt{8}}}^{8}+888$$
1913#8 $$1913=\frac{\textstyle8}{\textstyle8}+{\sqrt{\sqrt{8}+\sqrt{8}}}^{8}+888$$
1914#8 $$1914=\frac{\textstyle\sqrt{{\sqrt{88}}^{8}}-88}{\textstyle\sqrt{8+8}}$$
1915#8 $$1915=\frac{\textstyle8!+88}{\textstyle8}-\sqrt{{\sqrt{8\times8-8}}^{8}}$$
1916#8 $$1916=\left(\sqrt{8+8}\right)!\times\left(88-8\right)-\sqrt{8+8}$$
1917#8 $$1917=\left(\sqrt{8+8}\right)!\times\left(88-\sqrt{\!\!\sqrt{{\sqrt{8}}^{-8}}}-8\right)$$
1918#8 $$1918=\left(\sqrt{8+8}\right)!\times\left(88-8\right)-\sqrt{\!\!\sqrt{8+8}}$$
1919#8 $$1919=\left(\sqrt{8+8}\right)!\times\left(88-8\right)-\frac{\textstyle8}{\textstyle8}$$
1920#8 $$1920=\left(\sqrt{8+8}\right)!\times\left(88-8\right)$$
1921#8 $$1921=\frac{\textstyle8}{\textstyle8}+\left(\sqrt{8+8}\right)!\times\left(88-8\right)$$
1922#8 $$1922=\sqrt{{\sqrt{\sqrt{8}\times\left(8+8\right)-\sqrt{\!\!\sqrt{\!\!\sqrt{8+8}}}}}^{8}}$$
1923#8 $$1923=\left(\sqrt{8+8}\right)!\times\left(\sqrt{\!\!\sqrt{{\sqrt{8}}^{-8}}}+88-8\right)$$
1924#8 $$1924=\sqrt{8+8}+\left(\sqrt{8+8}\right)!\times\left(88-8\right)$$
1925#8 $$1925=\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle{\sqrt{8+\sqrt{8+8}}}^{8}}$$
1926#8 $$1926=\frac{\textstyle\sqrt{{\sqrt{88}}^{8}}-8}{\textstyle\sqrt{8+8}}-8$$
1927#8 $$1927={\left(\sqrt{\!\!\sqrt{\!\!\sqrt{8}}}+\sqrt{\!\!\sqrt{\!\!\sqrt{8}}}\right)}^{8}-\sqrt{{\sqrt{\frac{\textstyle88}{\textstyle8}}}^{8}}$$
1928#8 $$1928=\sqrt{\frac{\textstyle{\sqrt{88}}^{8}}{\textstyle8+8}}-8$$
1929#8 $$1929=\frac{\textstyle8}{\textstyle8}+\sqrt{\frac{\textstyle{\sqrt{88}}^{8}}{\textstyle8+8}}-8$$
1930#8 $$1930=\frac{\textstyle8+\sqrt{{\sqrt{88}}^{8}}}{\textstyle\sqrt{8+8}}-8$$
1931#8 $$1931=\frac{\textstyle88}{\textstyle8}+\left(\sqrt{8+8}\right)!\times\left(88-8\right)$$
1932#8 $$1932=\frac{\textstyle\sqrt{{\sqrt{88}}^{8}}-8-8}{\textstyle\sqrt{8+8}}$$
1933#8 $$1933=8+\frac{\textstyle\left(\frac{\textstyle88}{\textstyle8}\right)!}{\textstyle{\sqrt{8+\sqrt{8+8}}}^{8}}$$
1934#8 $$1934=\frac{\textstyle\sqrt{{\sqrt{88}}^{8}}-8}{\textstyle\sqrt{8+8}}$$
1935#8 $$1935=\sqrt{\frac{\textstyle{\sqrt{88}}^{8}}{\textstyle8+8}}-\frac{\textstyle8}{\textstyle8}$$
1936#8 $$1936=\sqrt{\frac{\textstyle{\sqrt{88}}^{8}}{\textstyle8+8}}$$
1937#8 $$1937=\frac{\textstyle8}{\textstyle8}+\sqrt{\frac{\textstyle{\sqrt{88}}^{8}}{\textstyle8+8}}$$
1938#8 $$1938=\frac{\textstyle8+\sqrt{{\sqrt{88}}^{8}}}{\textstyle\sqrt{8+8}}$$
1939#8 $$1939=\frac{\textstyle8}{\textstyle8}+\frac{\textstyle8+\sqrt{{\sqrt{88}}^{8}}}{\textstyle\sqrt{8+8}}$$
1940#8 $$1940=\frac{\textstyle8+8+\sqrt{{\sqrt{88}}^{8}}}{\textstyle\sqrt{8+8}}$$
1941#8 $$1941=\frac{\textstyle8!-\left(\frac{\textstyle8!}{\textstyle8}+{\sqrt{8}}^{8}\right)}{\textstyle8+8}-8$$
1942#8 $$1942=8+\frac{\textstyle\sqrt{{\sqrt{88}}^{8}}-8}{\textstyle\sqrt{8+8}}$$
1943#8 $$1943=8+\sqrt{\frac{\textstyle{\sqrt{88}}^{8}}{\textstyle8+8}}-\frac{\textstyle8}{\textstyle8}$$
1944#8 $$1944=8+\sqrt{\frac{\textstyle{\sqrt{88}}^{8}}{\textstyle8+8}}$$
