1#1 1 $$1$$
1752#9 ((√9)!!+9/((√9)!!/(9!)))/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!!+9\times\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!!}}{\textstyle\sqrt{9}}$$
1753#9 (9!-9)/(((√9)!)^√9-9) $$\frac{\textstyle9!-9}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}-9}$$
1754#9 (√9)!!/9+9!/(((√9)!)^√9)-(√9)! $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\left(\sqrt{9}\right)!$$
1755#9 √9*((√9)!*99-9) $$\sqrt{9}\times\left(\left(\sqrt{9}\right)!\times99-9\right)$$
1756#9 √9+(9!-9)/(((√9)!)^√9-9) $$\sqrt{9}+\frac{\textstyle9!-9}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}-9}$$
1757#9 (√9)!!/9+9!/(((√9)!)^√9)-√9 $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}-\sqrt{9}$$
1758#9 √9+√9*((√9)!*99-9) $$\sqrt{9}+\sqrt{9}\times\left(\left(\sqrt{9}\right)!\times99-9\right)$$
1759#9 (√9)!+(9!-9)/(((√9)!)^√9-9) $$\left(\sqrt{9}\right)!+\frac{\textstyle9!-9}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}-9}$$
1760#9 (√9)!!/9+9!/(((√9)!)^√9) $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1761#9 9*9+9!/(((√9)!)^√9) $$9\times9+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1762#9 9+(9!-9)/(((√9)!)^√9-9) $$9+\frac{\textstyle9!-9}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}-9}$$
1763#9 ((√9)!!+√9^9)/9-9!/((√9)!!) $$\frac{\textstyle\left(\sqrt{9}\right)!!+{\sqrt{9}}^{9}}{\textstyle9}-\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!!}$$
1764#9 (√9)!*(√9*99-√9) $$\left(\sqrt{9}\right)!\times\left(\sqrt{9}\times99-\sqrt{9}\right)$$
1765#9 ((√9)!!+9!*(√9+√9/((√9)!)))/((√9)!!) $$\frac{\textstyle\left(\sqrt{9}\right)!!+9!\times\left(\sqrt{9}+\frac{\textstyle\sqrt{9}}{\textstyle\left(\sqrt{9}\right)!}\right)}{\textstyle\left(\sqrt{9}\right)!!}$$
1766#9 (√9)!+(√9)!!/9+9!/(((√9)!)^√9) $$\left(\sqrt{9}\right)!+\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1767#9 (9+9)*99-(√9)!-9 $$\left(9+9\right)\times99-\left(\sqrt{9}\right)!-9$$
1768#9 (√9)!!/(9+9)+(√9+9)^√9 $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9+9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1769#9 9+(√9)!!/9+9!/(((√9)!)^√9) $$9+\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+\frac{\textstyle9!}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1770#9 (9+9)*99-√9-9 $$\left(9+9\right)\times99-\sqrt{9}-9$$
1771#9 (9+(√9)!!/9/9)*99 $$\left(9+\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9\times9}\right)\times99$$
1772#9 (√9)!*(((√9)!)^√9+((√9)!!-(√9)!)/9) $$\left(\sqrt{9}\right)!\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}+\frac{\textstyle\left(\sqrt{9}\right)!!-\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1773#9 (9+9)*99-9 $$\left(9+9\right)\times99-9$$
1774#9 (√9)!*(((√9)!)^√9+((√9)!!-√9)/9) $$\left(\sqrt{9}\right)!\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}+\frac{\textstyle\left(\sqrt{9}\right)!!-\sqrt{9}}{\textstyle9}\right)$$
1775#9 (((√9)!)^√9-√9)*(9-(√9)!/9) $$\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\sqrt{9}\right)\times\left(9-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1776#9 (9+9)*99-(√9)! $$\left(9+9\right)\times99-\left(\sqrt{9}\right)!$$
1777#9 (((√9)!!-9)*((√9)!+9)-√9)/((√9)!) $$\frac{\textstyle\left(\left(\sqrt{9}\right)!!-9\right)\times\left(\left(\sqrt{9}\right)!+9\right)-\sqrt{9}}{\textstyle\left(\sqrt{9}\right)!}$$
1778#9 (√9)!*(√9*99-(√9)!/9) $$\left(\sqrt{9}\right)!\times\left(\sqrt{9}\times99-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1779#9 (9+9)*99-√9 $$\left(9+9\right)\times99-\sqrt{9}$$
1780#9 (9+9)*99-(√9)!/√9 $$\left(9+9\right)\times99-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}$$
1781#9 (9+9)*99-9/9 $$\left(9+9\right)\times99-\frac{\textstyle9}{\textstyle9}$$
1782#9 (9+9)*99 $$\left(9+9\right)\times99$$
1783#9 9/9+(9+9)*99 $$\frac{\textstyle9}{\textstyle9}+\left(9+9\right)\times99$$
1784#9 (√9)!/√9+(9+9)*99 $$\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}+\left(9+9\right)\times99$$
1785#9 √9+(9+9)*99 $$\sqrt{9}+\left(9+9\right)\times99$$
1786#9 (√9)!*((√9)!/9+√9*99) $$\left(\sqrt{9}\right)!\times\left(\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}+\sqrt{9}\times99\right)$$
1787#9 ((√9)!!+√9^9-(√9)!!*(√9)!)/9 $$\frac{\textstyle\left(\sqrt{9}\right)!!+{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!!\times\left(\sqrt{9}\right)!}{\textstyle9}$$
1788#9 (√9)!+(9+9)*99 $$\left(\sqrt{9}\right)!+\left(9+9\right)\times99$$
1789#9 (9*(√9^9-√9)-9)/99 $$\frac{\textstyle9\times\left({\sqrt{9}}^{9}-\sqrt{9}\right)-9}{\textstyle99}$$
1790#9 ((√9)!!*((√9)!+9)-(√9)!)/((√9)!)-9 $$\frac{\textstyle\left(\sqrt{9}\right)!!\times\left(\left(\sqrt{9}\right)!+9\right)-\left(\sqrt{9}\right)!}{\textstyle\left(\sqrt{9}\right)!}-9$$
1791#9 9+(9+9)*99 $$9+\left(9+9\right)\times99$$
1792#9 9!/(9+9/((√9)!/9))/9 $$\frac{\textstyle9!}{\textstyle\left(9+9\times\frac{\textstyle9}{\textstyle\left(\sqrt{9}\right)!}\right)\times9}$$
1793#9 √9*((√9)!+√9^(-√9))*99 $$\sqrt{9}\times\left(\left(\sqrt{9}\right)!+{\sqrt{9}}^{-\sqrt{9}}\right)\times99$$
1794#9 (√9)!!*((√9)!+9)/((√9)!)-(√9)! $$\frac{\textstyle\left(\sqrt{9}\right)!!\times\left(\left(\sqrt{9}\right)!+9\right)}{\textstyle\left(\sqrt{9}\right)!}-\left(\sqrt{9}\right)!$$
1795#9 ((√9)!+9)*((√9)!!/((√9)!)-√9/9) $$\left(\left(\sqrt{9}\right)!+9\right)\times\left(\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle\left(\sqrt{9}\right)!}-\frac{\textstyle\sqrt{9}}{\textstyle9}\right)$$
1796#9 √((√9)!!*9!+√(((√9)!)^9/((√9)!)))/9 $$\frac{\textstyle\sqrt{\left(\sqrt{9}\right)!!\times9!+\sqrt{\frac{\textstyle{\left(\sqrt{9}\right)!}^{9}}{\textstyle\left(\sqrt{9}\right)!}}}}{\textstyle9}$$
1797#9 (√9)!!*((√9)!+9)/((√9)!)-√9 $$\frac{\textstyle\left(\sqrt{9}\right)!!\times\left(\left(\sqrt{9}\right)!+9\right)}{\textstyle\left(\sqrt{9}\right)!}-\sqrt{9}$$
1798#9 ((√9)!!*(9-9/((√9)!))-(√9)!)/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!!\times\left(9-\frac{\textstyle9}{\textstyle\left(\sqrt{9}\right)!}\right)-\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}$$
1799#9 ((√9)!!*((√9)!+9)-(√9)!)/((√9)!) $$\frac{\textstyle\left(\sqrt{9}\right)!!\times\left(\left(\sqrt{9}\right)!+9\right)-\left(\sqrt{9}\right)!}{\textstyle\left(\sqrt{9}\right)!}$$
1800#9 (√9)!!*((√9)!+9)/((√9)!) $$\frac{\textstyle\left(\sqrt{9}\right)!!\times\left(\left(\sqrt{9}\right)!+9\right)}{\textstyle\left(\sqrt{9}\right)!}$$
1801#9 ((√9)!+(√9)!!*((√9)!+9))/((√9)!) $$\frac{\textstyle\left(\sqrt{9}\right)!+\left(\sqrt{9}\right)!!\times\left(\left(\sqrt{9}\right)!+9\right)}{\textstyle\left(\sqrt{9}\right)!}$$
1802#9 (√9)!!/9+(√9+9)^√9-(√9)! $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\left(\sqrt{9}\right)!$$
1803#9 √(9*(9!+9^√9))-(√9)! $$\sqrt{9\times\left(9!+{9}^{\sqrt{9}}\right)}-\left(\sqrt{9}\right)!$$
1804#9 (√9)!*(√9+√9^(-√9))*99 $$\left(\sqrt{9}\right)!\times\left(\sqrt{9}+{\sqrt{9}}^{-\sqrt{9}}\right)\times99$$
1805#9 (√9)!!/9+(√9+9)^√9-√9 $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}-\sqrt{9}$$
1806#9 √(9*(9!+9^√9))-√9 $$\sqrt{9\times\left(9!+{9}^{\sqrt{9}}\right)}-\sqrt{9}$$
1807#9 (√9+9)^√9+((√9)!!-9)/9 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}+\frac{\textstyle\left(\sqrt{9}\right)!!-9}{\textstyle9}$$
1808#9 (√9)!!/9+(√9+9)^√9 $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1809#9 √(9*(9!+9^√9)) $$\sqrt{9\times\left(9!+{9}^{\sqrt{9}}\right)}$$
1810#9 9/9+√(9*(9!+9^√9)) $$\frac{\textstyle9}{\textstyle9}+\sqrt{9\times\left(9!+{9}^{\sqrt{9}}\right)}$$
1811#9 √9+(√9)!!/9+(√9+9)^√9 $$\sqrt{9}+\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1812#9 √9+√(9*(9!+9^√9)) $$\sqrt{9}+\sqrt{9\times\left(9!+{9}^{\sqrt{9}}\right)}$$
1813#9 (√9)!!+(√9^9-9)/(9+9) $$\left(\sqrt{9}\right)!!+\frac{\textstyle{\sqrt{9}}^{9}-9}{\textstyle9+9}$$
1814#9 (√9)!!+(9+√9^9)/(9+9) $$\left(\sqrt{9}\right)!!+\frac{\textstyle9+{\sqrt{9}}^{9}}{\textstyle9+9}$$
1815#9 (√9)!+√(9*(9!+9^√9)) $$\left(\sqrt{9}\right)!+\sqrt{9\times\left(9!+{9}^{\sqrt{9}}\right)}$$
1816#9 ((√9)!+((√9)!!+(√9)!)*((√9)!+9))/((√9)!) $$\frac{\textstyle\left(\sqrt{9}\right)!+\left(\left(\sqrt{9}\right)!!+\left(\sqrt{9}\right)!\right)\times\left(\left(\sqrt{9}\right)!+9\right)}{\textstyle\left(\sqrt{9}\right)!}$$
1817#9 9+(√9)!!/9+(√9+9)^√9 $$9+\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}$$
1818#9 9+√(9*(9!+9^√9)) $$9+\sqrt{9\times\left(9!+{9}^{\sqrt{9}}\right)}$$
1819#9 (√9)!!+(√9^9+99)/(9+9) $$\left(\sqrt{9}\right)!!+\frac{\textstyle{\sqrt{9}}^{9}+99}{\textstyle9+9}$$
1820#9 (9!+9!/(√9+9))/(((√9)!)^√9) $$\frac{\textstyle9!+\frac{\textstyle9!}{\textstyle\sqrt{9}+9}}{\textstyle{\left(\sqrt{9}\right)!}^{\sqrt{9}}}$$
1821#9 (√9+9)^√9+99-(√9)! $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}+99-\left(\sqrt{9}\right)!$$
1822#9 (((√9)!+9)*9^√9-√9)/((√9)!) $$\frac{\textstyle\left(\left(\sqrt{9}\right)!+9\right)\times{9}^{\sqrt{9}}-\sqrt{9}}{\textstyle\left(\sqrt{9}\right)!}$$
1823#9 (√9+((√9)!+9)*9^√9)/((√9)!) $$\frac{\textstyle\sqrt{9}+\left(\left(\sqrt{9}\right)!+9\right)\times{9}^{\sqrt{9}}}{\textstyle\left(\sqrt{9}\right)!}$$
1824#9 9!/((√9)!!)+(√9+9)!/(9!) $$\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!!}+\frac{\textstyle\left(\sqrt{9}+9\right)!}{\textstyle9!}$$
1825#9 (√9+((√9)!)^√9)*(9-(√9)!/9) $$\left(\sqrt{9}+{\left(\sqrt{9}\right)!}^{\sqrt{9}}\right)\times\left(9-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1826#9 (9!/((√9)!!)-(√9)!)*(√9+(√9)!/9) $$\left(\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!!}-\left(\sqrt{9}\right)!\right)\times\left(\sqrt{9}+\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1827#9 (√9+9)^√9+99 $${\left(\sqrt{9}+9\right)}^{\sqrt{9}}+99$$
1828#9 9/9+(√9+9)^√9+99 $$\frac{\textstyle9}{\textstyle9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}+99$$
1829#9 (√9)!/√9+(√9+9)^√9+99 $$\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}+99$$
1830#9 √9+(√9+9)^√9+99 $$\sqrt{9}+{\left(\sqrt{9}+9\right)}^{\sqrt{9}}+99$$
1831#9 (√9)!!+9999/9 $$\left(\sqrt{9}\right)!!+\frac{\textstyle9999}{\textstyle9}$$
1832#9 (√9+9)!/(9!)+((√9)!/√9)^9 $$\frac{\textstyle\left(\sqrt{9}+9\right)!}{\textstyle9!}+{\left(\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}\right)}^{9}$$
1833#9 (9+9)*(√9+99)-√9 $$\left(9+9\right)\times\left(\sqrt{9}+99\right)-\sqrt{9}$$
1834#9 (√9)!!+9!/((√9)!*(√9)!)/9-(√9)! $$\left(\sqrt{9}\right)!!+\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!\times\left(\sqrt{9}\right)!\times9}-\left(\sqrt{9}\right)!$$
1835#9 9!/((√9)!!)+(99/9)^√9 $$\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!!}+{\left(\frac{\textstyle99}{\textstyle9}\right)}^{\sqrt{9}}$$
1836#9 (9+9)*(√9+99) $$\left(9+9\right)\times\left(\sqrt{9}+99\right)$$
1837#9 9*(((√9)!)^√9-√9)-(√9)!!/9 $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\sqrt{9}\right)-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}$$
1838#9 (9^((√9)!)-√9^9-9!)/9/9 $$\frac{\textstyle{9}^{\left(\sqrt{9}\right)!}-{\sqrt{9}}^{9}-9!}{\textstyle9\times9}$$
1839#9 √9+(9+9)*(√9+99) $$\sqrt{9}+\left(9+9\right)\times\left(\sqrt{9}+99\right)$$
1840#9 (√9)!!+9!/((√9)!*(√9)!)/9 $$\left(\sqrt{9}\right)!!+\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!\times\left(\sqrt{9}\right)!\times9}$$
1841#9 (√9)!!+(9+9!/((√9)!*(√9)!))/9 $$\left(\sqrt{9}\right)!!+\frac{\textstyle9+\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!\times\left(\sqrt{9}\right)!}}{\textstyle9}$$
1842#9 (√9)!+(9+9)*(√9+99) $$\left(\sqrt{9}\right)!+\left(9+9\right)\times\left(\sqrt{9}+99\right)$$
1843#9 √9+(√9)!!+9!/((√9)!*(√9)!)/9 $$\sqrt{9}+\left(\sqrt{9}\right)!!+\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!\times\left(\sqrt{9}\right)!\times9}$$
1844#9 (√9)!!+(((√9)!+9)^√9-√9)/√9 $$\left(\sqrt{9}\right)!!+\frac{\textstyle{\left(\left(\sqrt{9}\right)!+9\right)}^{\sqrt{9}}-\sqrt{9}}{\textstyle\sqrt{9}}$$
1845#9 9*((√9)!)^√9-99 $$9\times{\left(\sqrt{9}\right)!}^{\sqrt{9}}-99$$
1846#9 (((√9)!)^√9-√9)*(9-√9/9) $$\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\sqrt{9}\right)\times\left(9-\frac{\textstyle\sqrt{9}}{\textstyle9}\right)$$
1847#9 (√9)!!+((√9)!+((√9)!+9)^√9)/√9 $$\left(\sqrt{9}\right)!!+\frac{\textstyle\left(\sqrt{9}\right)!+{\left(\left(\sqrt{9}\right)!+9\right)}^{\sqrt{9}}}{\textstyle\sqrt{9}}$$
1848#9 9!/((√9)!!/(√9+(√9)!/9)) $$9!\times\frac{\textstyle\sqrt{9}+\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}}{\textstyle\left(\sqrt{9}\right)!!}$$
1849#9 9^√9+9!/((√9)!*(√9)!)/9 $${9}^{\sqrt{9}}+\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!\times\left(\sqrt{9}\right)!\times9}$$
1850#9 ((√9)!+((√9)!)^√9)*(9-(√9)!/9) $$\left(\left(\sqrt{9}\right)!+{\left(\sqrt{9}\right)!}^{\sqrt{9}}\right)\times\left(9-\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1851#9 9*(((√9)!)^√9-9)-√9-9 $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)-\sqrt{9}-9$$
1852#9 9*(((√9)!)^√9-9)-99/9 $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)-\frac{\textstyle99}{\textstyle9}$$
1853#9 (√9)!!/9+(9+9)*99-9 $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+\left(9+9\right)\times99-9$$
1854#9 9*(((√9)!)^√9-9)-9 $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)-9$$
1855#9 9*((√9)!)^√9-(√9)!!/9-9 $$9\times{\left(\sqrt{9}\right)!}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}-9$$
1856#9 ((√9)!)^((√9)!)-(9!+9!/9)/9 $${\left(\sqrt{9}\right)!}^{\left(\sqrt{9}\right)!}-\frac{\textstyle9!+\frac{\textstyle9!}{\textstyle9}}{\textstyle9}$$
1857#9 9*(((√9)!)^√9-9)-(√9)! $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)-\left(\sqrt{9}\right)!$$
1858#9 9*((√9)!)^√9-(√9)!!/9-(√9)! $$9\times{\left(\sqrt{9}\right)!}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}-\left(\sqrt{9}\right)!$$
1859#9 (√9+9!/((√9)!!))*(√9+(√9)!/9) $$\left(\sqrt{9}+\frac{\textstyle9!}{\textstyle\left(\sqrt{9}\right)!!}\right)\times\left(\sqrt{9}+\frac{\textstyle\left(\sqrt{9}\right)!}{\textstyle9}\right)$$
1860#9 9*(((√9)!)^√9-9)-√9 $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)-\sqrt{9}$$
1861#9 (9*((√9)!!-99)-(√9)!)/√9 $$\frac{\textstyle9\times\left(\left(\sqrt{9}\right)!!-99\right)-\left(\sqrt{9}\right)!}{\textstyle\sqrt{9}}$$
1862#9 (√9)!!/9+(9+9)*99 $$\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+\left(9+9\right)\times99$$
1863#9 9*(((√9)!)^√9-9) $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)$$
1864#9 9*((√9)!)^√9-(√9)!!/9 $$9\times{\left(\sqrt{9}\right)!}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}$$
1865#9 ((√9)!+9*((√9)!!-99))/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!+9\times\left(\left(\sqrt{9}\right)!!-99\right)}{\textstyle\sqrt{9}}$$
1866#9 √9+9*(((√9)!)^√9-9) $$\sqrt{9}+9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)$$
1867#9 (√9^9-(√9)!!*√9-(√9)!!)/9 $$\frac{\textstyle{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!!\times\sqrt{9}-\left(\sqrt{9}\right)!!}{\textstyle9}$$
1868#9 (√9)!+(√9)!!/9+(9+9)*99 $$\left(\sqrt{9}\right)!+\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}+\left(9+9\right)\times99$$
1869#9 (√9)!+9*(((√9)!)^√9-9) $$\left(\sqrt{9}\right)!+9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)$$
1870#9 (√9)!+9*((√9)!)^√9-(√9)!!/9 $$\left(\sqrt{9}\right)!+9\times{\left(\sqrt{9}\right)!}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}$$
1871#9 ((√9)!*((√9)!!+((√9)!)^√9)-√9)/√9 $$\frac{\textstyle\left(\sqrt{9}\right)!\times\left(\left(\sqrt{9}\right)!!+{\left(\sqrt{9}\right)!}^{\sqrt{9}}\right)-\sqrt{9}}{\textstyle\sqrt{9}}$$
1872#9 9+9*(((√9)!)^√9-9) $$9+9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)$$
1873#9 9+9*((√9)!)^√9-(√9)!!/9 $$9+9\times{\left(\sqrt{9}\right)!}^{\sqrt{9}}-\frac{\textstyle\left(\sqrt{9}\right)!!}{\textstyle9}$$
1874#9 (√9^9-(√9)!)/(9+9/((√9)!)) $$\frac{\textstyle{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!}{\textstyle9+\frac{\textstyle9}{\textstyle\left(\sqrt{9}\right)!}}$$
1875#9 9+√9+9*(((√9)!)^√9-9) $$9+\sqrt{9}+9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)$$
1876#9 (9!-9*√9^9-9)/99 $$\frac{\textstyle9!-9\times{\sqrt{9}}^{9}-9}{\textstyle99}$$
1877#9 (9+(9!/√9-√9^9)/9)/((√9)!) $$\frac{\textstyle9+\frac{\textstyle\frac{\textstyle9!}{\textstyle\sqrt{9}}-{\sqrt{9}}^{9}}{\textstyle9}}{\textstyle\left(\sqrt{9}\right)!}$$
1878#9 9+(√9)!+9*(((√9)!)^√9-9) $$9+\left(\sqrt{9}\right)!+9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-9\right)$$
1879#9 9*(((√9)!)^√9-(√9)!)-99/9 $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\left(\sqrt{9}\right)!\right)-\frac{\textstyle99}{\textstyle9}$$
1880#9 (9!/9-(√9)!!*9)/(9+9) $$\frac{\textstyle\frac{\textstyle9!}{\textstyle9}-\left(\sqrt{9}\right)!!\times9}{\textstyle9+9}$$
1881#9 9*(((√9)!)^√9-(√9)!)-9 $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\left(\sqrt{9}\right)!\right)-9$$
1882#9 (√9+(√9+(√9)!*9)*99)/√9 $$\frac{\textstyle\sqrt{9}+\left(\sqrt{9}+\left(\sqrt{9}\right)!\times9\right)\times99}{\textstyle\sqrt{9}}$$
1883#9 9+(√9^9-(√9)!)/(9+9/((√9)!)) $$9+\frac{\textstyle{\sqrt{9}}^{9}-\left(\sqrt{9}\right)!}{\textstyle9+\frac{\textstyle9}{\textstyle\left(\sqrt{9}\right)!}}$$
1884#9 9*(((√9)!)^√9-(√9)!)-(√9)! $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\left(\sqrt{9}\right)!\right)-\left(\sqrt{9}\right)!$$
1885#9 (((√9)!)^9/((√9)!)/9-9)/99 $$\frac{\textstyle\frac{\textstyle{\left(\sqrt{9}\right)!}^{9}}{\textstyle\left(\sqrt{9}\right)!\times9}-9}{\textstyle99}$$
1886#9 (√9+√9^(-√9))*((√9)!!-99) $$\left(\sqrt{9}+{\sqrt{9}}^{-\sqrt{9}}\right)\times\left(\left(\sqrt{9}\right)!!-99\right)$$
1887#9 9*(((√9)!)^√9-(√9)!)-√9 $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\left(\sqrt{9}\right)!\right)-\sqrt{9}$$
1888#9 (√9-√9/9)*((√9)!!-√9-9) $$\left(\sqrt{9}-\frac{\textstyle\sqrt{9}}{\textstyle9}\right)\times\left(\left(\sqrt{9}\right)!!-\sqrt{9}-9\right)$$
1889#9 9*(((√9)!)^√9-(√9)!)-9/9 $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\left(\sqrt{9}\right)!\right)-\frac{\textstyle9}{\textstyle9}$$
1890#9 9*(((√9)!)^√9-(√9)!) $$9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\left(\sqrt{9}\right)!\right)$$
1891#9 9/9+9*(((√9)!)^√9-(√9)!) $$\frac{\textstyle9}{\textstyle9}+9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\left(\sqrt{9}\right)!\right)$$
1892#9 √9*((√9)!!-((√9)!!+√9)/9-9) $$\sqrt{9}\times\left(\left(\sqrt{9}\right)!!-\frac{\textstyle\left(\sqrt{9}\right)!!+\sqrt{9}}{\textstyle9}-9\right)$$
1893#9 √9+9*(((√9)!)^√9-(√9)!) $$\sqrt{9}+9\times\left({\left(\sqrt{9}\right)!}^{\sqrt{9}}-\left(\sqrt{9}\right)!\right)$$
1894#9 √9*((√9)!!-((√9)!!-√9)/9-9) $$\sqrt{9}\times\left(\left(\sqrt{9}\right)!!-\frac{\textstyle\left(\sqrt{9}\right)!!-\sqrt{9}}{\textstyle9}-9\right)$$
1895#9 ((√9)!!-(√9)!)*(√9-√9/9)-9 $$\left(\left(\sqrt{9}\right)!!-\left(\sqrt{9}\right)!\right)\times\left(\sqrt{9}-\frac{\textstyle\sqrt{9}}{\textstyle9}\right)-9$$
1896#9 ((√9)!!-9)*(√9-√9/9) $$\left(\left(\sqrt{9}\right)!!-9\right)\times\left(\sqrt{9}-\frac{\textstyle\sqrt{9}}{\textstyle9}\right)$$
